id,is_contractor
215f8675-6439-43b0-91f0-4e1d42ceecaf,FALSE
e046e98a-0a0a-4cfa-9bc3-21e0dabdef52,FALSE
d8402669-7fa5-439c-a541-e28063b72976,FALSE
8aeea75a-ff95-4321-a120-bf3ddc7490b5,FALSE
91ddc135-5e11-41f7-a1fa-e1d147e7ca8c,FALSE
23d2edef-2921-441a-a753-78944e2870ee,FALSE
b0901e5f-39ab-4c8a-8648-b782fab075f4,TRUE
aa922d38-b899-43aa-87f1-c5855c553357,FALSE
b835b891-dea8-407a-8fa3-10918827a28c,FALSE
876af80c-0834-4ed8-84a9-0bf71a8e131e,FALSE
d69651e8-b3ea-49f2-8331-3476f3ee5069,FALSE
4b458fff-9dfc-4e0c-a6e7-9d29876801e9,FALSE
6d711f5c-1a9a-4848-8710-f368719ab2b7,TRUE
19c7fb57-9b89-4adf-b800-9f9c5a9339d0,FALSE
4b6c6593-e41f-4d3e-b509-e9bbe33d03e3,FALSE
e7192d1f-27e9-4b9d-a402-b9e92cf38f94,FALSE
22265051-4f33-4427-ad97-f5ef88a6b32a,FALSE
45f62a86-2784-4319-ad78-66fa38928465,FALSE
4be3dc4b-01dd-4d70-99d6-bdd573ec761b,FALSE
3b2ce8f4-495e-4813-b4d4-bfdadc3a4354,FALSE
b34f06ee-cc32-4398-b214-f67da411899a,TRUE
95865864-bbf4-45ea-acab-9f15fb7f5b7b,FALSE
5889d8e6-5ba6-4bc3-b3ef-c94db24905f2,FALSE
265cf1e3-11ab-4985-8fdc-95150b253316,FALSE
db51b350-e029-4c01-a6b3-633e766196fb,FALSE
78d8de83-a5c5-4408-b97d-0e248582adbb,FALSE
83bf6b04-a623-464a-a96f-7112e8b59d51,FALSE
80a8b22c-8de1-482a-b1e1-4d4aa507e56d,FALSE
1ed1387d-b82e-4f2b-96b0-6359d9efa405,FALSE
d311e34e-2e25-4d79-8403-2691e5466cbc,FALSE
662cca59-e0cc-49db-9e6a-0c5435326324,FALSE
c3c88e9a-b4f0-4efd-a81c-7b9590de0d8b,FALSE
a463e216-0ded-48d0-99d7-c78f2672e9a2,FALSE
a92498a5-462e-487b-932f-57e484c3ad7f,FALSE
49fc2198-46a4-4951-b62d-653a390cd404,FALSE
ab34fd5f-72e7-4ddc-a412-4438463e356e,FALSE
d756abad-4b79-4770-91b7-8666bf1212e8,FALSE
eac21ae3-19ca-41a9-a64d-0ef992c18c91,TRUE
f325b9ad-1d0e-4589-a7fe-7051d767b087,FALSE
3cf1ecc1-f355-4eb0-8d66-0cd72069ec03,TRUE
5627c752-0b79-4133-8ccb-da0f8f9a7c54,TRUE
